Day,Date,Fassala sim,Fassala data,Fassala error,Mentao sim,Mentao data,Mentao error,Dori sim,Dori data,Dori error,Damba sim,Damba data,Damba error,Djibo sim,Djibo data,Djibo error,Niamey sim,Niamey data,Niamey error,Mangaize sim,Mangaize data,Mangaize error,Ayorou sim,Ayorou data,Ayorou error,Tahoua sim,Tahoua data,Tahoua error,Abala sim,Abala data,Abala error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
379,2023-09-15,9872,11688,0.1554,9070,8673,0.0458,8330,7256,0.148,4362,4559,0.0432,1714,2376,0.2786,36003,36643,0.0175,5750,5768,0.0031,10251,11246,0.0885,12475,11089,0.125,20982,22318,0.0599,0.07204031078533323,121616,118920,118281,118809,213
380,2023-09-16,9862,11688,0.1562,9070,8673,0.0458,8333,7256,0.1484,4362,4559,0.0432,1714,2376,0.2786,36003,36643,0.0175,5750,5768,0.0031,10248,11246,0.0887,12475,11089,0.125,20982,22318,0.0599,0.07217558187705549,121616,118921,118281,118799,213
381,2023-09-17,9849,11688,0.1573,9070,8673,0.0458,8338,7256,0.1491,4362,4559,0.0432,1714,2376,0.2786,36003,36643,0.0175,5750,5768,0.0031,10243,11246,0.0892,12475,11089,0.125,20982,22318,0.0599,0.07237003407140623,121616,118921,118281,118786,213
382,2023-09-18,9842,11688,0.1579,9071,8673,0.0459,8348,7256,0.1505,4362,4559,0.0432,1713,2376,0.279,36003,36643,0.0175,5750,5768,0.0031,10233,11246,0.0901,12475,11089,0.125,20982,22318,0.0599,0.07261521292515281,121616,118921,118281,118779,213
383,2023-09-19,9836,11688,0.1585,9072,8673,0.046,8340,7256,0.1494,4362,4559,0.0432,1712,2376,0.2795,36003,36643,0.0175,5746,5768,0.0038,10245,11246,0.089,12475,11089,0.125,20982,22318,0.0599,0.07254757737929168,121616,118920,118281,118773,213
384,2023-09-20,9825,11688,0.1594,9072,8673,0.046,8345,7256,0.1501,4362,4559,0.0432,1712,2376,0.2795,36003,36643,0.0175,5746,5768,0.0038,10240,11246,0.0895,12475,11089,0.125,20982,22318,0.0599,0.07272512068717715,121616,118920,118281,118762,213
385,2023-09-21,9815,11688,0.1602,9074,8673,0.0462,8342,7256,0.1497,4362,4559,0.0432,1710,2376,0.2803,36003,36643,0.0175,5739,5768,0.005,10251,11246,0.0885,12475,11089,0.125,20982,22318,0.0599,0.07278430178980563,121616,118921,118281,118753,213
386,2023-09-22,9804,11688,0.1612,9074,8673,0.0462,8345,7256,0.1501,4362,4559,0.0432,1710,2376,0.2803,36003,36643,0.0175,5739,5768,0.005,10247,11246,0.0888,12475,11089,0.125,20982,22318,0.0599,0.07293648176799317,121616,118922,118281,118741,213
387,2023-09-23,9793,11688,0.1621,9074,8673,0.0462,8348,7256,0.1505,4362,4559,0.0432,1710,2376,0.2803,36003,36643,0.0175,5739,5768,0.005,10243,11246,0.0892,12475,11089,0.125,20982,22318,0.0599,0.0730886617461807,121616,118922,118281,118729,213
388,2023-09-24,9784,11688,0.1629,9075,8673,0.0464,8354,7256,0.1513,4362,4559,0.0432,1709,2376,0.2807,36003,36643,0.0175,5739,5768,0.005,10236,11246,0.0898,12475,11089,0.125,20982,22318,0.0599,0.07329156838376409,121616,118921,118281,118719,213
389,2023-09-25,9771,11688,0.164,9069,8673,0.0457,8357,7256,0.1517,4362,4559,0.0432,1715,2376,0.2782,36003,36643,0.0175,5733,5768,0.0061,10241,11246,0.0894,12475,11089,0.125,20982,22318,0.0599,0.07333384059992729,121616,118920,118281,118708,213
390,2023-09-26,9764,11688,0.1646,9071,8673,0.0459,8353,7256,0.1512,4362,4559,0.0432,1713,2376,0.279,36003,36643,0.0175,5725,5768,0.0075,10254,11246,0.0882,12475,11089,0.125,20982,22318,0.0599,0.07335074948639257,121616,118921,118281,118702,213
391,2023-09-27,9754,11688,0.1655,9075,8673,0.0464,8357,7256,0.1517,4362,4559,0.0432,1709,2376,0.2807,36003,36643,0.0175,5725,5768,0.0075,10248,11246,0.0887,12475,11089,0.125,20982,22318,0.0599,0.07358747389690652,121616,118922,118281,118690,213
392,2023-09-28,9747,11688,0.1661,9067,8673,0.0454,8365,7256,0.1528,4362,4559,0.0432,1717,2376,0.2774,36003,36643,0.0175,5725,5768,0.0075,10240,11246,0.0895,12475,11089,0.125,20982,22318,0.0599,0.073646654999535,121616,118921,118281,118683,213
393,2023-09-29,9734,11688,0.1672,9068,8673,0.0455,8361,7256,0.1523,4362,4559,0.0432,1716,2376,0.2778,36003,36643,0.0175,5717,5768,0.0088,10252,11246,0.0884,12475,11089,0.125,20982,22318,0.0599,0.0737058361021635,121616,118919,118281,118670,213
394,2023-09-30,9727,11688,0.1678,9069,8673,0.0457,8371,7256,0.1537,4362,4559,0.0432,1715,2376,0.2782,36003,36643,0.0175,5717,5768,0.0088,10243,11246,0.0892,12475,11089,0.125,20982,22318,0.0599,0.07394256051267743,121616,118920,118281,118664,213
395,2023-10-01,9719,11688,0.1685,9072,8673,0.046,8375,7256,0.1542,4362,4559,0.0432,1712,2376,0.2795,36003,36643,0.0175,5717,5768,0.0088,10239,11246,0.0895,12475,11089,0.125,20982,22318,0.0599,0.07412855826379554,121616,118920,118281,118656,213
396,2023-10-02,9709,11688,0.1693,9076,8673,0.0465,8368,7256,0.1533,4362,4559,0.0432,1708,2376,0.2811,36003,36643,0.0175,5712,5768,0.0097,10251,11246,0.0885,12475,11089,0.125,20982,22318,0.0599,0.0741623760367261,121616,118920,118281,118646,213
397,2023-10-03,9698,11688,0.1703,9070,8673,0.0458,8375,7256,0.1542,4362,4559,0.0432,1714,2376,0.2786,36003,36643,0.0175,5712,5768,0.0097,10243,11246,0.0892,12475,11089,0.125,20982,22318,0.0599,0.07428073824198307,121616,118921,118281,118634,213
398,2023-10-04,9683,11688,0.1715,9070,8673,0.0458,8377,7256,0.1545,4362,4559,0.0432,1714,2376,0.2786,36003,36643,0.0175,5712,5768,0.0097,10241,11246,0.0894,12475,11089,0.125,20982,22318,0.0599,0.07444137266340325,121616,118921,118281,118619,213
399,2023-10-05,9671,11688,0.1726,9071,8673,0.0459,8375,7256,0.1542,4362,4559,0.0432,1713,2376,0.279,36003,36643,0.0175,5707,5768,0.0106,10249,11246,0.0887,12475,11089,0.125,20982,22318,0.0599,0.07451746265249702,121616,118920,118281,118608,213
400,2023-10-06,9655,11688,0.1739,9074,8673,0.0462,8382,7256,0.1552,4362,4559,0.0432,1710,2376,0.2803,36003,36643,0.0175,5707,5768,0.0106,10242,11246,0.0893,12475,11089,0.125,20982,22318,0.0599,0.07482182260887209,121616,118920,118281,118592,213
401,2023-10-07,9644,11688,0.1749,9075,8673,0.0464,8385,7256,0.1556,4362,4559,0.0432,1709,2376,0.2807,36003,36643,0.0175,5707,5768,0.0106,10241,11246,0.0894,12475,11089,0.125,20982,22318,0.0599,0.07496554814382698,121616,118922,118281,118583,213
402,2023-10-08,9627,11688,0.1763,9074,8673,0.0462,8377,7256,0.1545,4362,4559,0.0432,1710,2376,0.2803,36003,36643,0.0175,5704,5768,0.0111,10252,11246,0.0884,12475,11089,0.125,20982,22318,0.0599,0.07495709370059435,121616,118922,118281,118566,213
403,2023-10-09,9621,11688,0.1768,9078,8673,0.0467,8381,7256,0.155,4362,4559,0.0432,1706,2376,0.282,36003,36643,0.0175,5704,5768,0.0111,10245,11246,0.089,12475,11089,0.125,20982,22318,0.0599,0.07516845478141038,121616,118922,118281,118557,213
404,2023-10-10,9614,11688,0.1774,9067,8673,0.0454,8385,7256,0.1556,4362,4559,0.0432,1717,2376,0.2774,36003,36643,0.0175,5704,5768,0.0111,10241,11246,0.0894,12475,11089,0.125,20982,22318,0.0599,0.07510927367878188,121616,118921,118281,118550,213
405,2023-10-11,9601,11688,0.1786,9067,8673,0.0454,8383,7256,0.1553,4362,4559,0.0432,1717,2376,0.2774,36003,36643,0.0175,5699,5768,0.012,10248,11246,0.0887,12475,11089,0.125,20982,22318,0.0599,0.07518536366787565,121616,118919,118281,118537,213
406,2023-10-12,9589,11688,0.1796,9070,8673,0.0458,8390,7256,0.1563,4362,4559,0.0432,1714,2376,0.2786,35968,36643,0.0184,5762,5768,0.001,10236,11246,0.0898,12475,11089,0.125,20959,22318,0.0609,0.07545590585132016,121616,118919,118281,118525,213
407,2023-10-13,9583,11688,0.1801,9073,8673,0.0461,8395,7256,0.157,4362,4559,0.0432,1711,2376,0.2799,35968,36643,0.0184,5757,5768,0.0019,10238,11246,0.0896,12475,11089,0.125,20959,22318,0.0609,0.07562499471597298,121616,118921,118281,118521,213
408,2023-10-14,9574,11688,0.1809,9074,8673,0.0462,8393,7256,0.1567,4362,4559,0.0432,1710,2376,0.2803,35968,36643,0.0184,5748,5768,0.0035,10248,11246,0.0887,12475,11089,0.125,20959,22318,0.0609,0.0756926302618341,121616,118920,118281,118511,213
409,2023-10-15,9566,11688,0.1816,9079,8673,0.0468,8396,7256,0.1571,4362,4559,0.0432,1705,2376,0.2824,35968,36643,0.0184,5748,5768,0.0035,10244,11246,0.0891,12475,11089,0.125,20959,22318,0.0609,0.07590399134265013,121616,118920,118281,118502,213
410,2023-10-16,9560,11688,0.1821,9074,8673,0.0462,8403,7256,0.1581,4362,4559,0.0432,1710,2376,0.2803,35968,36643,0.0184,5748,5768,0.0035,10239,11246,0.0895,12475,11089,0.125,20959,22318,0.0609,0.07597162688851125,121616,118922,118281,118498,213
411,2023-10-17,9550,11688,0.1829,9075,8673,0.0464,8396,7256,0.1571,4362,4559,0.0432,1709,2376,0.2807,35968,36643,0.0184,5740,5768,0.0049,10254,11246,0.0882,12475,11089,0.125,20959,22318,0.0609,0.07595471800204598,121616,118921,118281,118488,213
412,2023-10-18,9539,11688,0.1839,9065,8673,0.0452,8402,7256,0.1579,4362,4559,0.0432,1719,2376,0.2765,35968,36643,0.0184,5740,5768,0.0049,10248,11246,0.0887,12475,11089,0.125,20959,22318,0.0609,0.0759800813317439,121616,118921,118281,118477,213
413,2023-10-19,9527,11688,0.1849,9066,8673,0.0453,8404,7256,0.1582,4362,4559,0.0432,1718,2376,0.2769,35968,36643,0.0184,5740,5768,0.0049,10246,11246,0.0889,12475,11089,0.125,20959,22318,0.0609,0.07613226130993143,121616,118921,118281,118465,213
414,2023-10-20,9522,11688,0.1853,9067,8673,0.0454,8405,7256,0.1584,4362,4559,0.0432,1717,2376,0.2774,35968,36643,0.0184,5740,5768,0.0049,10244,11246,0.0891,12475,11089,0.125,20959,22318,0.0609,0.07621680574225784,121616,118920,118281,118459,213
415,2023-10-21,9510,11688,0.1863,9068,8673,0.0455,8408,7256,0.1588,4362,4559,0.0432,1716,2376,0.2778,35968,36643,0.0184,5740,5768,0.0049,10241,11246,0.0894,12475,11089,0.125,20959,22318,0.0609,0.07638589460691066,121616,118920,118281,118447,213
416,2023-10-22,9502,11688,0.187,9070,8673,0.0458,8408,7256,0.1588,4362,4559,0.0432,1714,2376,0.2786,35968,36643,0.0184,5737,5768,0.0054,10244,11246,0.0891,12475,11089,0.125,20959,22318,0.0609,0.07648734792570236,121616,118920,118281,118439,213
417,2023-10-23,9502,11688,0.187,9072,8673,0.046,8412,7256,0.1593,4362,4559,0.0432,1712,2376,0.2795,35968,36643,0.0184,5737,5768,0.0054,10240,11246,0.0895,12475,11089,0.125,20959,22318,0.0609,0.07658880124449405,121616,118920,118281,118439,213
418,2023-10-24,9502,11688,0.187,9075,8673,0.0464,8411,7256,0.1592,4362,4559,0.0432,1709,2376,0.2807,35968,36643,0.0184,5731,5768,0.0064,10247,11246,0.0888,12475,11089,0.125,20959,22318,0.0609,0.0766226190174246,121616,118920,118281,118439,213
419,2023-10-25,9502,11688,0.187,9069,8673,0.0457,8417,7256,0.16,4362,4559,0.0432,1715,2376,0.2782,35968,36643,0.0184,5731,5768,0.0064,10241,11246,0.0894,12475,11089,0.125,20959,22318,0.0609,0.0766226190174246,121616,118920,118281,118439,213
420,2023-10-26,9502,11688,0.187,9071,8673,0.0459,8414,7256,0.1596,4362,4559,0.0432,1713,2376,0.279,35968,36643,0.0184,5726,5768,0.0073,10249,11246,0.0887,12475,11089,0.125,20959,22318,0.0609,0.07660571013095932,121616,118920,118281,118439,213
421,2023-10-27,9502,11688,0.187,9071,8673,0.0459,8420,7256,0.1604,4362,4559,0.0432,1713,2376,0.279,35968,36643,0.0184,5726,5768,0.0073,10242,11246,0.0893,12475,11089,0.125,20959,22318,0.0609,0.07671561789298366,121616,118920,118281,118438,213
422,2023-10-28,9502,11688,0.187,9073,8673,0.0461,8422,7256,0.1607,4362,4559,0.0432,1711,2376,0.2799,35968,36643,0.0184,5726,5768,0.0073,10240,11246,0.0895,12475,11089,0.125,20959,22318,0.0609,0.07678325343884479,121616,118920,118281,118438,213
423,2023-10-29,9502,11688,0.187,9073,8673,0.0461,8419,7256,0.1603,4362,4559,0.0432,1711,2376,0.2799,35968,36643,0.0184,5717,5768,0.0088,10249,11246,0.0887,12475,11089,0.125,20959,22318,0.0609,0.07675789010914687,121616,118916,118281,118435,213
424,2023-10-30,9502,11688,0.187,9075,8673,0.0464,8426,7256,0.1612,4362,4559,0.0432,1709,2376,0.2807,35968,36643,0.0184,5717,5768,0.0088,10242,11246,0.0893,12475,11089,0.125,20959,22318,0.0609,0.0769100700873344,121616,118916,118281,118435,213
425,2023-10-31,9502,11688,0.187,9073,8673,0.0461,8431,7256,0.1619,4362,4559,0.0432,1711,2376,0.2799,35968,36643,0.0184,5717,5768,0.0088,10240,11246,0.0895,12475,11089,0.125,20959,22318,0.0609,0.07693543341703232,121616,118919,118281,118438,213
426,2023-11-01,9502,11688,0.187,9074,8673,0.0462,8426,7256,0.1612,4362,4559,0.0432,1710,2376,0.2803,35968,36643,0.0184,5713,5768,0.0095,10249,11246,0.0887,12475,11089,0.125,20959,22318,0.0609,0.07686779787117119,121616,118919,118281,118438,213
427,2023-11-02,9502,11688,0.187,9074,8673,0.0462,8430,7256,0.1618,4362,4559,0.0432,1710,2376,0.2803,35968,36643,0.0184,5713,5768,0.0095,10245,11246,0.089,12475,11089,0.125,20959,22318,0.0609,0.07693543341703232,121616,118921,118281,118438,213
428,2023-11-03,9502,11688,0.187,9075,8673,0.0464,8436,7256,0.1626,4362,4559,0.0432,1709,2376,0.2807,35968,36643,0.0184,5713,5768,0.0095,10239,11246,0.0895,12475,11089,0.125,20959,22318,0.0609,0.0770537956222893,121616,118921,118281,118438,213
429,2023-11-04,9502,11688,0.187,9066,8673,0.0453,8435,7256,0.1625,4362,4559,0.0432,1718,2376,0.2769,35968,36643,0.0184,5705,5768,0.0109,10250,11246,0.0886,12475,11089,0.125,20959,22318,0.0609,0.07686779787117119,121616,118921,118281,118440,213
430,2023-11-05,9502,11688,0.187,9066,8673,0.0453,8437,7256,0.1628,4362,4559,0.0432,1718,2376,0.2769,35968,36643,0.0184,5705,5768,0.0109,10248,11246,0.0887,12475,11089,0.125,20959,22318,0.0609,0.07690161564410176,121616,118922,118281,118440,213
431,2023-11-06,9502,11688,0.187,9067,8673,0.0454,8449,7256,0.1644,4362,4559,0.0432,1717,2376,0.2774,35968,36643,0.0184,5705,5768,0.0109,10235,11246,0.0899,12475,11089,0.125,20959,22318,0.0609,0.07712988561138306,121616,118921,118281,118439,213
432,2023-11-07,9502,11688,0.187,9068,8673,0.0455,8439,7256,0.163,4362,4559,0.0432,1716,2376,0.2778,35968,36643,0.0184,5701,5768,0.0116,10250,11246,0.0886,12475,11089,0.125,20959,22318,0.0609,0.07696925118996288,121616,118921,118281,118440,213
433,2023-11-08,9502,11688,0.187,9069,8673,0.0457,8443,7256,0.1636,4362,4559,0.0432,1715,2376,0.2782,35968,36643,0.0184,5701,5768,0.0116,10244,11246,0.0891,12475,11089,0.125,20959,22318,0.0609,0.07707070450875457,121616,118922,118281,118438,213
434,2023-11-09,9502,11688,0.187,9069,8673,0.0457,8450,7256,0.1646,4362,4559,0.0432,1715,2376,0.2782,35968,36643,0.0184,5701,5768,0.0116,10237,11246,0.0897,12475,11089,0.125,20959,22318,0.0609,0.07718906671401154,121616,118922,118281,118438,213
435,2023-11-10,9502,11688,0.187,9070,8673,0.0458,8445,7256,0.1639,4362,4559,0.0432,1714,2376,0.2786,35968,36643,0.0184,5695,5768,0.0127,10248,11246,0.0887,12475,11089,0.125,20959,22318,0.0609,0.07712143116815043,121616,118919,118281,118438,213
436,2023-11-11,9502,11688,0.187,9072,8673,0.046,8451,7256,0.1647,4362,4559,0.0432,1712,2376,0.2795,35939,36643,0.0192,5748,5768,0.0035,10234,11246,0.09,12475,11089,0.125,20942,22318,0.0617,0.07726515670310531,121616,118918,118281,118437,213
437,2023-11-12,9502,11688,0.187,9073,8673,0.0461,8447,7256,0.1641,4362,4559,0.0432,1711,2376,0.2799,35939,36643,0.0192,5743,5768,0.0043,10244,11246,0.0891,12475,11089,0.125,20942,22318,0.0617,0.07720597560047683,121616,118919,118281,118438,213
438,2023-11-13,9502,11688,0.187,9077,8673,0.0466,8453,7256,0.165,4362,4559,0.0432,1707,2376,0.2816,35939,36643,0.0192,5743,5768,0.0043,10238,11246,0.0896,12475,11089,0.125,20942,22318,0.0617,0.07737506446512965,121616,118919,118281,118438,213
439,2023-11-14,9502,11688,0.187,9066,8673,0.0453,8451,7256,0.1647,4362,4559,0.0432,1718,2376,0.2769,35939,36643,0.0192,5738,5768,0.0052,10242,11246,0.0893,12475,11089,0.125,20942,22318,0.0617,0.07718061227077891,121616,118916,118281,118435,213
440,2023-11-15,9502,11688,0.187,9067,8673,0.0454,8458,7256,0.1657,4362,4559,0.0432,1717,2376,0.2774,35939,36643,0.0192,5738,5768,0.0052,10236,11246,0.0898,12475,11089,0.125,20942,22318,0.0617,0.07730742891926852,121616,118917,118281,118436,213
441,2023-11-16,9502,11688,0.187,9068,8673,0.0455,8457,7256,0.1655,4362,4559,0.0432,1716,2376,0.2778,35939,36643,0.0192,5732,5768,0.0062,10245,11246,0.089,12475,11089,0.125,20942,22318,0.0617,0.07729052003280323,121616,118919,118281,118438,213
442,2023-11-17,9502,11688,0.187,9069,8673,0.0457,8464,7256,0.1665,4362,4559,0.0432,1715,2376,0.2782,35939,36643,0.0192,5732,5768,0.0062,10238,11246,0.0896,12475,11089,0.125,20942,22318,0.0617,0.0774257911245255,121616,118919,118281,118438,213
443,2023-11-18,9502,11688,0.187,9070,8673,0.0458,8468,7256,0.167,4362,4559,0.0432,1714,2376,0.2786,35939,36643,0.0192,5729,5768,0.0068,10238,11246,0.0896,12475,11089,0.125,20942,22318,0.0617,0.07750188111361926,121616,118920,118281,118439,213
444,2023-11-19,9502,11688,0.187,9071,8673,0.0459,8460,7256,0.1659,4362,4559,0.0432,1713,2376,0.279,35939,36643,0.0192,5725,5768,0.0075,10250,11246,0.0886,12475,11089,0.125,20942,22318,0.0617,0.07738351890836229,121616,118920,118281,118439,213
445,2023-11-20,9502,11688,0.187,9072,8673,0.046,8463,7256,0.1663,4362,4559,0.0432,1712,2376,0.2795,35939,36643,0.0192,5725,5768,0.0075,10247,11246,0.0888,12475,11089,0.125,20942,22318,0.0617,0.07745115445422342,121616,118920,118281,118439,213
446,2023-11-21,9502,11688,0.187,9076,8673,0.0465,8465,7256,0.1666,4362,4559,0.0432,1708,2376,0.2811,35939,36643,0.0192,5725,5768,0.0075,10245,11246,0.089,12475,11089,0.125,20942,22318,0.0617,0.0775526077730151,121616,118920,118281,118439,213
447,2023-11-22,9502,11688,0.187,9072,8673,0.046,8469,7256,0.1672,4362,4559,0.0432,1712,2376,0.2795,35939,36643,0.0192,5725,5768,0.0075,10240,11246,0.0895,12475,11089,0.125,20942,22318,0.0617,0.07756106221624776,121616,118919,118281,118438,213
448,2023-11-23,9502,11688,0.187,9076,8673,0.0465,8470,7256,0.1673,4362,4559,0.0432,1708,2376,0.2811,35939,36643,0.0192,5716,5768,0.009,10247,11246,0.0888,12475,11089,0.125,20942,22318,0.0617,0.0776540610918068,121616,118918,118281,118437,213
449,2023-11-24,9502,11688,0.187,9071,8673,0.0459,8472,7256,0.1676,4362,4559,0.0432,1713,2376,0.279,35939,36643,0.0192,5716,5768,0.009,10245,11246,0.089,12475,11089,0.125,20942,22318,0.0617,0.07760333443241095,121616,118919,118281,118437,213
450,2023-11-25,9502,11688,0.187,9073,8673,0.0461,8479,7256,0.1686,4362,4559,0.0432,1711,2376,0.2799,35939,36643,0.0192,5716,5768,0.009,10239,11246,0.0895,12475,11089,0.125,20942,22318,0.0617,0.07774705996736585,121616,118919,118281,118438,213
451,2023-11-26,9502,11688,0.187,9075,8673,0.0464,8474,7256,0.1679,4362,4559,0.0432,1709,2376,0.2807,35939,36643,0.0192,5707,5768,0.0106,10255,11246,0.0881,12475,11089,0.125,20942,22318,0.0617,0.07767942442150472,121616,118921,118281,118440,213
452,2023-11-27,9502,11688,0.187,9066,8673,0.0453,8477,7256,0.1683,4362,4559,0.0432,1718,2376,0.2769,35939,36643,0.0192,5707,5768,0.0106,10252,11246,0.0884,12475,11089,0.125,20942,22318,0.0617,0.07757797110271303,121616,118922,118281,118440,213
453,2023-11-28,9502,11688,0.187,9066,8673,0.0453,8481,7256,0.1688,4362,4559,0.0432,1718,2376,0.2769,35939,36643,0.0192,5707,5768,0.0106,10248,11246,0.0887,12475,11089,0.125,20942,22318,0.0617,0.07764560664857416,121616,118922,118281,118440,213
454,2023-11-29,9502,11688,0.187,9069,8673,0.0457,8487,7256,0.1697,4362,4559,0.0432,1715,2376,0.2782,35939,36643,0.0192,5707,5768,0.0106,10242,11246,0.0893,12475,11089,0.125,20942,22318,0.0617,0.07779778662676169,121616,118922,118281,118440,213
455,2023-11-30,9502,11688,0.187,9070,8673,0.0458,8492,7256,0.1703,4362,4559,0.0432,1714,2376,0.2786,35939,36643,0.0192,5707,5768,0.0106,10237,11246,0.0897,12475,11089,0.125,20942,22318,0.0617,0.07789923994555338,121616,118922,118281,118440,213
456,2023-12-01,9502,11688,0.187,9071,8673,0.0459,8488,7256,0.1698,4362,4559,0.0432,1713,2376,0.279,35939,36643,0.0192,5701,5768,0.0116,10248,11246,0.0887,12475,11089,0.125,20942,22318,0.0617,0.0778400588429249,121616,118922,118281,118441,213
457,2023-12-02,9502,11688,0.187,9072,8673,0.046,8493,7256,0.1705,4362,4559,0.0432,1712,2376,0.2795,35939,36643,0.0192,5701,5768,0.0116,10242,11246,0.0893,12475,11089,0.125,20942,22318,0.0617,0.07794996660494923,121616,118922,118281,118440,213
458,2023-12-03,9502,11688,0.187,9072,8673,0.046,8497,7256,0.171,4362,4559,0.0432,1712,2376,0.2795,35939,36643,0.0192,5701,5768,0.0116,10238,11246,0.0896,12475,11089,0.125,20942,22318,0.0617,0.07801760215081036,121616,118922,118281,118440,213
459,2023-12-04,9502,11688,0.187,9072,8673,0.046,8488,7256,0.1698,4362,4559,0.0432,1712,2376,0.2795,35939,36643,0.0192,5697,5768,0.0123,10252,11246,0.0884,12475,11089,0.125,20942,22318,0.0617,0.07785696772939019,121616,118922,118281,118441,213
460,2023-12-05,9502,11688,0.187,9078,8673,0.0467,8492,7256,0.1703,4362,4559,0.0432,1706,2376,0.282,35903,36643,0.0202,5762,5768,0.001,10246,11246,0.0889,12475,11089,0.125,20915,22318,0.0629,0.078026056594043,121616,118922,118281,118441,213
461,2023-12-06,9501,11688,0.1871,9069,8673,0.0457,8497,7256,0.171,4362,4559,0.0432,1715,2376,0.2782,35903,36643,0.0202,5762,5768,0.001,10241,11246,0.0894,12475,11089,0.125,20915,22318,0.0629,0.07796687549141451,121616,118922,118281,118440,213
462,2023-12-07,9501,11688,0.1871,9070,8673,0.0458,8484,7256,0.1692,4362,4559,0.0432,1714,2376,0.2786,35903,36643,0.0202,5755,5768,0.0023,10261,11246,0.0876,12475,11089,0.125,20915,22318,0.0629,0.07776396885383113,121616,118922,118281,118440,213
463,2023-12-08,9501,11688,0.1871,9071,8673,0.0459,8493,7256,0.1705,4362,4559,0.0432,1713,2376,0.279,35903,36643,0.0202,5755,5768,0.0023,10249,11246,0.0887,12475,11089,0.125,20915,22318,0.0629,0.07795842104818188,121616,118922,118281,118437,213
464,2023-12-09,9501,11688,0.1871,9072,8673,0.046,8497,7256,0.171,4362,4559,0.0432,1712,2376,0.2795,35903,36643,0.0202,5755,5768,0.0023,10244,11246,0.0891,12475,11089,0.125,20915,22318,0.0629,0.07805141992374093,121616,118922,118281,118436,213
465,2023-12-10,9501,11688,0.1871,9073,8673,0.0461,8502,7256,0.1717,4362,4559,0.0432,1711,2376,0.2799,35903,36643,0.0202,5755,5768,0.0023,10238,11246,0.0896,12475,11089,0.125,20915,22318,0.0629,0.07816132768576525,121616,118920,118281,118435,213
466,2023-12-11,9501,11688,0.1871,9076,8673,0.0465,8496,7256,0.1709,4362,4559,0.0432,1708,2376,0.2811,35903,36643,0.0202,5749,5768,0.0033,10250,11246,0.0886,12475,11089,0.125,20915,22318,0.0629,0.07811060102636941,121616,118917,118281,118435,213
467,2023-12-12,9501,11688,0.1871,9071,8673,0.0459,8499,7256,0.1713,4362,4559,0.0432,1713,2376,0.279,35903,36643,0.0202,5749,5768,0.0033,10246,11246,0.0889,12475,11089,0.125,20915,22318,0.0629,0.07808523769667149,121616,118917,118281,118434,213
468,2023-12-13,9501,11688,0.1871,9073,8673,0.0461,8500,7256,0.1714,4362,4559,0.0432,1711,2376,0.2799,35903,36643,0.0202,5749,5768,0.0033,10243,11246,0.0892,12475,11089,0.125,20915,22318,0.0629,0.07815287324253262,121616,118917,118281,118432,213
469,2023-12-14,9501,11688,0.1871,9074,8673,0.0462,8502,7256,0.1717,4362,4559,0.0432,1710,2376,0.2803,35903,36643,0.0202,5749,5768,0.0033,10242,11246,0.0893,12475,11089,0.125,20915,22318,0.0629,0.07819514545869581,121616,118918,118281,118433,213
470,2023-12-15,9501,11688,0.1871,9076,8673,0.0465,8506,7256,0.1723,4362,4559,0.0432,1708,2376,0.2811,35903,36643,0.0202,5749,5768,0.0033,10239,11246,0.0895,12475,11089,0.125,20915,22318,0.0629,0.07828814433425486,121616,118919,118281,118434,213
471,2023-12-16,9501,11688,0.1871,9070,8673,0.0458,8502,7256,0.1717,4362,4559,0.0432,1714,2376,0.2786,35903,36643,0.0202,5740,5768,0.0049,10254,11246,0.0882,12475,11089,0.125,20915,22318,0.0629,0.07810214658313677,121616,118918,118281,118436,213
472,2023-12-17,9501,11688,0.1871,9072,8673,0.046,8509,7256,0.1727,4362,4559,0.0432,1712,2376,0.2795,35903,36643,0.0202,5740,5768,0.0049,10244,11246,0.0891,12475,11089,0.125,20915,22318,0.0629,0.07827968989102223,121616,118917,118281,118433,213
473,2023-12-18,9501,11688,0.1871,9073,8673,0.0461,8511,7256,0.173,4362,4559,0.0432,1711,2376,0.2799,35903,36643,0.0202,5740,5768,0.0049,10242,11246,0.0893,12475,11089,0.125,20915,22318,0.0629,0.07833041655041807,121616,118916,118281,118433,213
474,2023-12-19,9501,11688,0.1871,9079,8673,0.0468,8512,7256,0.1731,4362,4559,0.0432,1705,2376,0.2824,35903,36643,0.0202,5740,5768,0.0049,10241,11246,0.0894,12475,11089,0.125,20915,22318,0.0629,0.07844877875567505,121616,118916,118281,118433,213
475,2023-12-20,9501,11688,0.1871,9067,8673,0.0454,8501,7256,0.1716,4362,4559,0.0432,1717,2376,0.2774,35903,36643,0.0202,5734,5768,0.0059,10260,11246,0.0877,12475,11089,0.125,20915,22318,0.0629,0.07804296548050828,121616,118917,118281,118435,213
476,2023-12-21,9501,11688,0.1871,9069,8673,0.0457,8509,7256,0.1727,4362,4559,0.0432,1715,2376,0.2782,35903,36643,0.0202,5734,5768,0.0059,10251,11246,0.0885,12475,11089,0.125,20915,22318,0.0629,0.07822050878839375,121616,118917,118281,118434,213
