name1,name2,distance,forced_redirection
Kwara,Kaduna,367.2214330482519,0
Kwara,Benue,449.4551093504597,0
Kwara,Enugu,413.16968228558125,0
Kwara,Kebbi,401.2560916418389,0
Kwara,Rivers,492.9824076381332,0
Kwara,Federal Capital Territory,260.76281077112793,0
Kwara,Ekiti,130.26174478187247,0
Kwara,Zamfara,370.2076146965317,0
Kwara,Katsina,564.6521793867206,0
Kwara,Ebonyi,449.017383468499,0
Kwara,Delta,397.8719274656761,0
Kwara,Plateau,599.2260394086546,0
Kwara,Niger,256.28729519392544,0
Kwara,Kogi,339.91972765186256,0
Kwara,Imo,413.26446890583514,0
Kwara,Osun,83.8734522226486,0
Kwara,Yobe,936.3440572573456,0
Kwara,Edo,258.58214065661053,0
Kwara,Anambra,380.6231786057784,0
Kwara,Lagos,265.5396182615358,0
Kwara,Cross River,573.4507343658883,0
Kwara,Kano,576.5475277777779,0
Kwara,Akwa Ibom,521.0418962648324,0
Kwara,Oyo,160.01264929459282,0
Kwara,Bauchi,610.9257951038992,0
Kwara,Adamawa,872.2335396891193,0
Kwara,Taraba,710.8554140659085,0
Kwara,Jigawa,787.6592903067154,0
Kwara,Sokoto,548.1968215112843,0
Kwara,Nassarawa,507.0961458425706,0
Kwara,Abia,469.1513379644409,0
Kwara,Ogun,272.25062796364193,0
Kwara,Bayelsa,414.03776954732245,0
Kwara,Gombe,746.1683653846843,0
Lagos,Maradi,875.3282149934431,1
Lagos,Ondo,216.78047899360155,0
Lagos,Kaduna,629.1737717813778,0
Lagos,Benue,598.0424037209432,0
Lagos,Enugu,484.35221667792507,0
Lagos,Kebbi,642.0020490808637,0
Lagos,Rivers,437.96771227581337,0
Lagos,Federal Capital Territory,481.36806529777095,0
Lagos,Ekiti,288.60994335580847,0
Lagos,Zamfara,629.6664405535641,0
Lagos,Katsina,827.5925182946972,0
Lagos,Ebonyi,491.9402349508402,0
Lagos,Delta,330.39241592048626,0
Lagos,Plateau,790.4781409503386,0
Lagos,Niger,515.9177002524153,0
Lagos,Kogi,492.70906266438635,0
Lagos,Imo,411.6394374208657,0
Lagos,Osun,194.28094982768727,0
Lagos,Edo,325.0259661643657,0
Lagos,Anambra,402.41872420371965,0
Lagos,Kwara,265.5396182615358,0
Lagos,Cross River,567.3384740088758,0
Lagos,Kano,831.8145594531345,0
Lagos,Akwa Ibom,496.4808866418543,0
Lagos,Oyo,164.01000708214315,0
Lagos,Bauchi,827.0961101541119,0
Lagos,Taraba,851.1829299954504,0
Lagos,Sokoto,812.0878318402727,0
Lagos,Nassarawa,659.2100411935824,0
Lagos,Abia,467.174960148168,0
Lagos,Ogun,49.4759827086168,0
Lagos,Bayelsa,309.72655416269475,0
Lagos,Gombe,940.8596492448306,0
Cross River,Minawao,871.6089526539108,1
Cross River,Maradi,951.3853458916996,1
Cross River,Borno,937.3901377000465,0
Cross River,Ondo,423.82690640850814,0
Cross River,Kaduna,693.2034530475277,0
Cross River,Benue,334.16968804130215,0
Cross River,Enugu,194.456117698979,0
Cross River,Kebbi,908.1373196312267,0
Cross River,Rivers,144.48623842294626,0
Cross River,Federal Capital Territory,483.6440082962875,0
Cross River,Ekiti,446.41138712524327,0
Cross River,Zamfara,826.3848291732535,0
Cross River,Katsina,838.5112563310565,0
Cross River,Ebonyi,140.89544656467663,0
Cross River,Delta,240.1315191752983,0
Cross River,Plateau,519.3661421216187,0
Cross River,Niger,617.4530732305307,0
Cross River,Kogi,342.72200142294156,0
Cross River,Imo,164.44326262126106,0
Cross River,Osun,521.7969144084676,0
Cross River,Yobe,963.5329131309485,0
Cross River,Edo,315.0009740713561,0
Cross River,Anambra,192.8901569181059,0
Cross River,Kwara,573.4507343658883,0
Cross River,Lagos,567.3384740088758,0
Cross River,Kano,779.4849344699393,0
Cross River,Akwa Ibom,73.79613177754044,0
Cross River,Oyo,647.6469986567756,0
Cross River,Bauchi,614.8598083596418,0
Cross River,Adamawa,661.8345497647073,0
Cross River,Taraba,436.65317198144095,0
Cross River,Jigawa,888.8370428820908,0
Cross River,Sokoto,932.2424374213879,0
Cross River,Nassarawa,358.03000391082475,0
Cross River,Abia,106.09698006061109,0
Cross River,Ogun,616.1762960385882,0
Cross River,Bayelsa,276.82805437061336,0
Cross River,Gombe,630.8963260396278,0
Kano,Chad,658.9292458316346,1
Kano,Diffa,467.0381209255622,1
Kano,Minawao,605.4938905581965,1
Kano,Maradi,224.75035019431772,1
Kano,Borno,565.4528099451519,0
Kano,Ondo,641.6431296508217,0
Kano,Kaduna,216.54988908856342,0
Kano,Benue,446.7193734324287,0
Kano,Enugu,599.0120541012695,0
Kano,Kebbi,451.5202046144943,0
Kano,Rivers,811.053267634707,0
Kano,Federal Capital Territory,368.61515566066527,0
Kano,Ekiti,555.3187845671786,0
